cluster	gene	probability
6	ENSDARG00000037177	0.6521
6	ENSDARG00000037238	0.8150
6	ENSDARG00000037256	0.8377
6	ENSDARG00000037353	0.7742
6	ENSDARG00000037363	0.8236
6	ENSDARG00000037392	0.8440
6	ENSDARG00000037432	0.6850
6	ENSDARG00000037558	0.8425
6	ENSDARG00000037593	0.8095
6	ENSDARG00000037618	0.3430
6	ENSDARG00000037748	0.7928
6	ENSDARG00000037852	0.7919
6	ENSDARG00000037873	0.7509
6	ENSDARG00000037883	0.8098
6	ENSDARG00000037884	0.7609
6	ENSDARG00000037891	0.8302
6	ENSDARG00000037924	0.8254
6	ENSDARG00000037968	0.2649
6	ENSDARG00000037995	0.7660
6	ENSDARG00000038067	0.7175
6	ENSDARG00000038112	0.8171
6	ENSDARG00000038121	0.5098
6	ENSDARG00000038281	0.8414
6	ENSDARG00000038300	0.6614
6	ENSDARG00000038428	0.6154
6	ENSDARG00000038442	0.8118
6	ENSDARG00000038446	0.8266
6	ENSDARG00000038489	0.6355
6	ENSDARG00000038537	0.7647
6	ENSDARG00000038543	0.8403
6	ENSDARG00000038559	0.8347
6	ENSDARG00000038569	0.6669
6	ENSDARG00000038668	0.8025
6	ENSDARG00000038693	0.7854
6	ENSDARG00000038792	0.7811
6	ENSDARG00000038867	0.4540
6	ENSDARG00000039034	0.8371
6	ENSDARG00000039052	0.3318
6	ENSDARG00000039066	0.7953
6	ENSDARG00000039173	0.6874
6	ENSDARG00000039185	0.2114
6	ENSDARG00000039263	0.8160
6	ENSDARG00000039265	0.7554
6	ENSDARG00000039302	0.6434
6	ENSDARG00000039373	0.7642
6	ENSDARG00000039430	0.6353
6	ENSDARG00000039452	0.7993
6	ENSDARG00000039489	0.8213
6	ENSDARG00000039513	0.8205
6	ENSDARG00000039843	0.8214
6	ENSDARG00000039850	0.8444
6	ENSDARG00000039878	0.4648
6	ENSDARG00000040001	0.5505
6	ENSDARG00000040002	0.6767
6	ENSDARG00000040009	0.8391
6	ENSDARG00000040027	0.7990
6	ENSDARG00000040059	0.6370
6	ENSDARG00000040085	0.8382
6	ENSDARG00000040152	0.8260
6	ENSDARG00000040309	0.7786
6	ENSDARG00000040310	0.8397
6	ENSDARG00000040374	0.8291
6	ENSDARG00000040396	0.8452
6	ENSDARG00000040453	0.5616
6	ENSDARG00000040526	0.6752
6	ENSDARG00000040621	0.8137
6	ENSDARG00000040644	0.7567
6	ENSDARG00000040649	0.8404
6	ENSDARG00000040657	0.6865
6	ENSDARG00000040684	0.8453
6	ENSDARG00000040764	0.8326
6	ENSDARG00000040874	0.7924
6	ENSDARG00000041041	0.8396
6	ENSDARG00000041113	0.6083
6	ENSDARG00000041137	0.8379
6	ENSDARG00000041140	0.4344
6	ENSDARG00000041223	0.8350
6	ENSDARG00000041226	0.6675
6	ENSDARG00000041257	0.8261
6	ENSDARG00000041358	0.8371
6	ENSDARG00000041363	0.8340
6	ENSDARG00000041394	0.7047
6	ENSDARG00000041402	0.8439
6	ENSDARG00000041450	0.8095
6	ENSDARG00000041530	0.8473
6	ENSDARG00000041560	0.8473
6	ENSDARG00000041779	0.8514
6	ENSDARG00000041799	0.8039
6	ENSDARG00000041947	0.8361
6	ENSDARG00000041982	0.4642
6	ENSDARG00000042126	0.6670
6	ENSDARG00000042252	0.8289
6	ENSDARG00000042308	0.7019
6	ENSDARG00000042492	0.8313
6	ENSDARG00000042508	0.8492
6	ENSDARG00000042548	0.7704
6	ENSDARG00000042552	0.8481
6	ENSDARG00000042737	0.8429
6	ENSDARG00000042784	0.7974
6	ENSDARG00000042934	0.8266
6	ENSDARG00000042969	0.7079
6	ENSDARG00000043126	0.8473
6	ENSDARG00000043137	0.5199
6	ENSDARG00000043317	0.7306
6	ENSDARG00000043361	0.7405
6	ENSDARG00000043395	0.8483
6	ENSDARG00000043518	0.7431
6	ENSDARG00000043527	0.8169
6	ENSDARG00000043627	0.8300
6	ENSDARG00000043658	0.8154
6	ENSDARG00000043663	0.7471
6	ENSDARG00000043701	0.8307
6	ENSDARG00000043716	0.6577
6	ENSDARG00000043795	0.8261
6	ENSDARG00000043797	0.8498
6	ENSDARG00000043835	0.7771
6	ENSDARG00000043873	0.6314
6	ENSDARG00000044039	0.8368
6	ENSDARG00000044059	0.8328
6	ENSDARG00000044073	0.8502
6	ENSDARG00000044191	0.6933
6	ENSDARG00000044216	0.8337
6	ENSDARG00000044299	0.5341
6	ENSDARG00000044328	0.8109
6	ENSDARG00000044341	0.7916
6	ENSDARG00000044356	0.8487
6	ENSDARG00000044362	0.7240
6	ENSDARG00000044485	0.7883
6	ENSDARG00000044511	0.8034
6	ENSDARG00000044513	0.7370
6	ENSDARG00000044691	0.5544
6	ENSDARG00000044820	0.7217
6	ENSDARG00000044915	0.3270
6	ENSDARG00000044968	0.8362
6	ENSDARG00000045065	0.7918
6	ENSDARG00000045123	0.8193
6	ENSDARG00000045129	0.5413
6	ENSDARG00000045289	0.8378
6	ENSDARG00000045371	0.7174
6	ENSDARG00000045416	0.8422
6	ENSDARG00000045444	0.8523
6	ENSDARG00000045484	0.8467
6	ENSDARG00000045518	0.7744
6	ENSDARG00000045574	0.8439
6	ENSDARG00000045634	0.7263
6	ENSDARG00000045658	0.6305
6	ENSDARG00000045660	0.7448
6	ENSDARG00000045694	0.6349
6	ENSDARG00000045788	0.8228
6	ENSDARG00000045815	0.7251
6	ENSDARG00000045842	0.6923
6	ENSDARG00000045847	0.7613
6	ENSDARG00000045851	0.6813
6	ENSDARG00000045873	0.8468
6	ENSDARG00000045885	0.8524
6	ENSDARG00000045930	0.8336
6	ENSDARG00000045959	0.8148
6	ENSDARG00000046019	0.8168
6	ENSDARG00000046053	0.6343
6	ENSDARG00000046054	0.6934
6	ENSDARG00000051736	0.8077
6	ENSDARG00000051746	0.2948
6	ENSDARG00000051805	0.7652
6	ENSDARG00000051854	0.7705
6	ENSDARG00000051970	0.8031
6	ENSDARG00000051993	0.8091
6	ENSDARG00000052011	0.8274
6	ENSDARG00000052061	0.6303
6	ENSDARG00000052114	0.7146
6	ENSDARG00000052131	0.5238
6	ENSDARG00000052182	0.7707
6	ENSDARG00000052336	0.7676
6	ENSDARG00000052402	0.6224
6	ENSDARG00000052405	0.7782
6	ENSDARG00000052435	0.7874
6	ENSDARG00000052511	0.8090
6	ENSDARG00000052522	0.7513
6	ENSDARG00000052556	0.7947
6	ENSDARG00000052656	0.6434
6	ENSDARG00000052674	0.8004
6	ENSDARG00000052721	0.4111
6	ENSDARG00000052866	0.7596
6	ENSDARG00000052997	0.8083
6	ENSDARG00000053091	0.8124
6	ENSDARG00000053129	0.8014
6	ENSDARG00000053136	0.8386
6	ENSDARG00000053179	0.8312
6	ENSDARG00000053209	0.6995
6	ENSDARG00000053279	0.7765
6	ENSDARG00000053499	0.7995
6	ENSDARG00000053656	0.8521
6	ENSDARG00000053666	0.6575
6	ENSDARG00000053792	0.8356
6	ENSDARG00000053803	0.8443
6	ENSDARG00000053840	0.8427
6	ENSDARG00000053868	0.8010
6	ENSDARG00000053884	0.5864
6	ENSDARG00000053963	0.8251
6	ENSDARG00000054031	0.3415
6	ENSDARG00000054137	0.7897
6	ENSDARG00000054307	0.8490
6	ENSDARG00000054340	0.7666
6	ENSDARG00000054344	0.7832
6	ENSDARG00000054447	0.8273
6	ENSDARG00000054454	0.7754
6	ENSDARG00000054473	0.7713
6	ENSDARG00000054533	0.8182
6	ENSDARG00000054570	0.8307
6	ENSDARG00000054610	0.6742
6	ENSDARG00000054619	0.7705
6	ENSDARG00000054814	0.8273
6	ENSDARG00000054823	0.6975
6	ENSDARG00000054864	0.6208
6	ENSDARG00000054930	0.7979
6	ENSDARG00000055026	0.5042
6	ENSDARG00000055046	0.7852
6	ENSDARG00000055080	0.6987
6	ENSDARG00000055100	0.8447
6	ENSDARG00000055190	0.7600
6	ENSDARG00000055229	0.8393
6	ENSDARG00000055245	0.8398
6	ENSDARG00000055373	0.8404
6	ENSDARG00000055426	0.7288
6	ENSDARG00000055470	0.8140
6	ENSDARG00000055595	0.8397
6	ENSDARG00000055630	0.8465
6	ENSDARG00000055638	0.8193
6	ENSDARG00000055659	0.8438
6	ENSDARG00000055713	0.6926
6	ENSDARG00000055723	0.7153
6	ENSDARG00000055930	0.8175
6	ENSDARG00000055955	0.8387
6	ENSDARG00000056029	0.4707
6	ENSDARG00000056050	0.3480
6	ENSDARG00000056184	0.8047
6	ENSDARG00000056186	0.8388
6	ENSDARG00000056267	0.4603
6	ENSDARG00000056525	0.8430
6	ENSDARG00000056561	0.8236
6	ENSDARG00000056642	0.8376
6	ENSDARG00000056744	0.8331
6	ENSDARG00000056830	0.7819
6	ENSDARG00000056886	0.4361
6	ENSDARG00000057027	0.8161
6	ENSDARG00000057054	0.8304
6	ENSDARG00000057107	0.8515
6	ENSDARG00000057110	0.7498
6	ENSDARG00000057206	0.7232
6	ENSDARG00000057317	0.7109
6	ENSDARG00000057353	0.8313
6	ENSDARG00000057419	0.7038
6	ENSDARG00000057497	0.8354
6	ENSDARG00000057633	0.8419
6	ENSDARG00000057683	0.7153
6	ENSDARG00000057772	0.8323
6	ENSDARG00000057853	0.7622
6	ENSDARG00000057903	0.8442
6	ENSDARG00000057918	0.6430
6	ENSDARG00000057927	0.8146
6	ENSDARG00000058179	0.8397
6	ENSDARG00000058203	0.3637
6	ENSDARG00000058237	0.8005
6	ENSDARG00000058270	0.7841
6	ENSDARG00000058302	0.8009
6	ENSDARG00000058372	0.3882
6	ENSDARG00000058390	0.8048
6	ENSDARG00000058394	0.8343
6	ENSDARG00000058419	0.6460
6	ENSDARG00000058479	0.6903
6	ENSDARG00000058538	0.8384
6	ENSDARG00000058543	0.7378
6	ENSDARG00000058548	0.8533
6	ENSDARG00000058560	0.7417
6	ENSDARG00000058565	0.5644
6	ENSDARG00000058738	0.8412
6	ENSDARG00000058775	0.7622
6	ENSDARG00000058819	0.8424
6	ENSDARG00000058873	0.8266
6	ENSDARG00000059001	0.1336
6	ENSDARG00000059043	0.8333
6	ENSDARG00000059067	0.8229
6	ENSDARG00000059231	0.8130
6	ENSDARG00000059357	0.8387
6	ENSDARG00000059398	0.6781
6	ENSDARG00000059406	0.7583
6	ENSDARG00000059746	0.5141
6	ENSDARG00000059804	0.8464
6	ENSDARG00000059812	0.4309
6	ENSDARG00000059857	0.8494
6	ENSDARG00000059866	0.6247
6	ENSDARG00000059906	0.7486
6	ENSDARG00000059931	0.7459
6	ENSDARG00000059936	0.8176
6	ENSDARG00000060004	0.8076
6	ENSDARG00000060041	0.5765
6	ENSDARG00000060054	0.2950
6	ENSDARG00000060102	0.7714
6	ENSDARG00000060106	0.8175
6	ENSDARG00000060319	0.8343
6	ENSDARG00000060361	0.8236
6	ENSDARG00000060442	0.7752
6	ENSDARG00000060521	0.5097
6	ENSDARG00000060645	0.8261
6	ENSDARG00000060695	0.5739
6	ENSDARG00000060741	0.6933
6	ENSDARG00000060868	0.8535
6	ENSDARG00000060921	0.5690
6	ENSDARG00000060925	0.7109
6	ENSDARG00000060977	0.7032
6	ENSDARG00000061017	0.8476
6	ENSDARG00000061057	0.8358
6	ENSDARG00000061095	0.8325
6	ENSDARG00000061131	0.7123
6	ENSDARG00000061145	0.8408
6	ENSDARG00000061169	0.8337
6	ENSDARG00000061174	0.7354
6	ENSDARG00000061196	0.7914
6	ENSDARG00000061201	0.7872
6	ENSDARG00000061223	0.8287
6	ENSDARG00000061249	0.5591
6	ENSDARG00000061268	0.8280
6	ENSDARG00000061282	0.7751
6	ENSDARG00000061311	0.6900
6	ENSDARG00000061328	0.6307
6	ENSDARG00000061397	0.7019
6	ENSDARG00000061486	0.8337
6	ENSDARG00000061547	0.7723
6	ENSDARG00000061600	0.7917
6	ENSDARG00000061654	0.3317
6	ENSDARG00000061685	0.8051
6	ENSDARG00000061690	0.8332
6	ENSDARG00000061752	0.8170
6	ENSDARG00000061774	0.8189
6	ENSDARG00000061794	0.7172
6	ENSDARG00000061802	0.6787
6	ENSDARG00000061841	0.7534
6	ENSDARG00000061844	0.8457
6	ENSDARG00000061848	0.8271
6	ENSDARG00000061862	0.8313
6	ENSDARG00000061990	0.2913
6	ENSDARG00000062000	0.8282
6	ENSDARG00000062002	0.6136
6	ENSDARG00000062020	0.7185
6	ENSDARG00000062060	0.8167
6	ENSDARG00000062063	0.7667
6	ENSDARG00000062116	0.8131
6	ENSDARG00000062177	0.8452
6	ENSDARG00000062190	0.7920
6	ENSDARG00000062198	0.5029
6	ENSDARG00000062228	0.7918
6	ENSDARG00000062244	0.4507
6	ENSDARG00000062248	0.8451
6	ENSDARG00000062268	0.1263
6	ENSDARG00000062280	0.8199
6	ENSDARG00000062302	0.7891
6	ENSDARG00000062402	0.8494
6	ENSDARG00000062418	0.4551
6	ENSDARG00000062517	0.6582
6	ENSDARG00000062532	0.8397
6	ENSDARG00000062538	0.8259
6	ENSDARG00000062575	0.4444
6	ENSDARG00000062592	0.8316
6	ENSDARG00000062636	0.8233
6	ENSDARG00000062650	0.6259
6	ENSDARG00000062651	0.6653
6	ENSDARG00000062712	0.6687
6	ENSDARG00000062837	0.8093
6	ENSDARG00000062846	0.8056
6	ENSDARG00000062868	0.7453
6	ENSDARG00000062933	0.7077
6	ENSDARG00000062962	0.2744
6	ENSDARG00000062972	0.8380
6	ENSDARG00000063005	0.7152
6	ENSDARG00000063101	0.4786
6	ENSDARG00000063108	0.4776
6	ENSDARG00000063215	0.8320
6	ENSDARG00000063254	0.8318
6	ENSDARG00000063307	0.7938
6	ENSDARG00000063361	0.8273
6	ENSDARG00000063390	0.8427
6	ENSDARG00000063407	0.8373
6	ENSDARG00000063416	0.4903
6	ENSDARG00000063433	0.6915
6	ENSDARG00000063604	0.8119
6	ENSDARG00000063646	0.8465
6	ENSDARG00000063649	0.8369
6	ENSDARG00000063661	0.8294
6	ENSDARG00000063690	0.8235
6	ENSDARG00000063701	0.8460
6	ENSDARG00000063731	0.7793
6	ENSDARG00000067544	0.6661
6	ENSDARG00000067710	0.8117
6	ENSDARG00000067711	0.8450
6	ENSDARG00000067729	0.7050
6	ENSDARG00000067927	0.8507
6	ENSDARG00000068152	0.8203
6	ENSDARG00000068217	0.8328
6	ENSDARG00000068255	0.8015
6	ENSDARG00000068401	0.8306
6	ENSDARG00000068409	0.8428
6	ENSDARG00000068417	0.7766
6	ENSDARG00000068434	0.4503
6	ENSDARG00000068484	0.7977
6	ENSDARG00000068628	0.4943
6	ENSDARG00000068650	0.8425
6	ENSDARG00000068894	0.6929
6	ENSDARG00000068912	0.7908
6	ENSDARG00000068981	0.7889
6	ENSDARG00000068995	0.7892
6	ENSDARG00000069056	0.6918
6	ENSDARG00000069185	0.8204
6	ENSDARG00000069262	0.8361
6	ENSDARG00000069289	0.8399
6	ENSDARG00000069356	0.7813
6	ENSDARG00000069360	0.8307
6	ENSDARG00000069397	0.8362
6	ENSDARG00000069435	0.4525
6	ENSDARG00000069438	0.8019
6	ENSDARG00000069472	0.8404
6	ENSDARG00000069608	0.8337
6	ENSDARG00000069619	0.8276
6	ENSDARG00000069640	0.7728
6	ENSDARG00000069692	0.7754
6	ENSDARG00000069708	0.3602
6	ENSDARG00000069763	0.8495
6	ENSDARG00000069795	0.7959
6	ENSDARG00000069796	0.8027
6	ENSDARG00000069869	0.8314
6	ENSDARG00000069893	0.8231
6	ENSDARG00000069922	0.8111
6	ENSDARG00000069929	0.4266
6	ENSDARG00000069995	0.8125
6	ENSDARG00000069998	0.8136
6	ENSDARG00000070013	0.8164
6	ENSDARG00000070081	0.8094
6	ENSDARG00000070164	0.8525
6	ENSDARG00000070187	0.8398
6	ENSDARG00000070239	0.0753
6	ENSDARG00000070261	0.5748
6	ENSDARG00000070266	0.8464
6	ENSDARG00000070320	0.7840
6	ENSDARG00000070470	0.8143
6	ENSDARG00000070542	0.8316
6	ENSDARG00000070565	0.8053
6	ENSDARG00000070600	0.8385
6	ENSDARG00000070670	0.8441
6	ENSDARG00000070681	0.8215
6	ENSDARG00000070698	0.8334
6	ENSDARG00000070717	0.8361
6	ENSDARG00000070794	0.8167
6	ENSDARG00000070800	0.8323
6	ENSDARG00000070835	0.8346
6	ENSDARG00000070843	0.8440
6	ENSDARG00000070914	0.7892
6	ENSDARG00000070923	0.8015
6	ENSDARG00000070957	0.8155
6	ENSDARG00000071005	0.7155
6	ENSDARG00000071082	0.8359
6	ENSDARG00000071152	0.8426
6	ENSDARG00000071259	0.7880
6	ENSDARG00000071331	0.5915
6	ENSDARG00000071357	0.8264
6	ENSDARG00000071562	0.6542
6	ENSDARG00000071566	0.8392
6	ENSDARG00000071570	0.6517
6	ENSDARG00000071714	0.1991
6	ENSDARG00000071906	0.8339
6	ENSDARG00000073673	0.6357
6	ENSDARG00000073688	0.8016
6	ENSDARG00000073765	0.5947
6	ENSDARG00000073843	0.7431
6	ENSDARG00000073869	0.8397
6	ENSDARG00000074041	0.7759
6	ENSDARG00000074059	0.7282
6	ENSDARG00000074079	0.8192
6	ENSDARG00000074229	0.2176
6	ENSDARG00000074306	0.6808
6	ENSDARG00000074321	0.8293
6	ENSDARG00000074376	0.8350
6	ENSDARG00000074502	0.5128
6	ENSDARG00000074526	0.6273
6	ENSDARG00000074589	0.8305
6	ENSDARG00000074597	0.5094
6	ENSDARG00000074635	0.7808
6	ENSDARG00000074640	0.5890
6	ENSDARG00000074667	0.7334
6	ENSDARG00000074677	0.7447
6	ENSDARG00000074691	0.5489
6	ENSDARG00000074695	0.7866
6	ENSDARG00000074768	0.8457
6	ENSDARG00000074812	0.6485
6	ENSDARG00000074829	0.8511
6	ENSDARG00000074849	0.7282
6	ENSDARG00000074863	0.8283
6	ENSDARG00000074867	0.7711
6	ENSDARG00000074899	0.6722
6	ENSDARG00000075100	0.7545
6	ENSDARG00000075139	0.8333
6	ENSDARG00000075156	0.6241
6	ENSDARG00000075164	0.2981
6	ENSDARG00000075192	0.4391
6	ENSDARG00000075245	0.5302
6	ENSDARG00000075296	0.7909
6	ENSDARG00000075340	0.7758
6	ENSDARG00000075400	0.8294
6	ENSDARG00000075461	0.8225
6	ENSDARG00000075565	0.5535
6	ENSDARG00000075593	0.5773
6	ENSDARG00000075673	0.6158
6	ENSDARG00000075682	0.6845
6	ENSDARG00000075733	0.7927
6	ENSDARG00000075735	0.8187
6	ENSDARG00000075793	0.8329
6	ENSDARG00000075798	0.8142
6	ENSDARG00000075851	0.8392
6	ENSDARG00000075855	0.8158
6	ENSDARG00000075864	0.6402
6	ENSDARG00000075892	0.8068
6	ENSDARG00000075904	0.7032
6	ENSDARG00000075964	0.8314
6	ENSDARG00000075990	0.8185
6	ENSDARG00000076004	0.8369
6	ENSDARG00000076060	0.8293
6	ENSDARG00000076094	0.8368
6	ENSDARG00000076104	0.8355
6	ENSDARG00000076126	0.6568
6	ENSDARG00000076140	0.7915
6	ENSDARG00000076144	0.8439
6	ENSDARG00000076189	0.8275
6	ENSDARG00000076239	0.7989
6	ENSDARG00000076321	0.7481
6	ENSDARG00000076348	0.8428
6	ENSDARG00000076466	0.4094
6	ENSDARG00000076476	0.8446
6	ENSDARG00000076484	0.8228
6	ENSDARG00000076546	0.2580
6	ENSDARG00000076564	0.8193
6	ENSDARG00000076609	0.6926
6	ENSDARG00000076632	0.8352
6	ENSDARG00000076657	0.4767
6	ENSDARG00000076659	0.6051
6	ENSDARG00000076673	0.8250
6	ENSDARG00000076742	0.8373
6	ENSDARG00000076781	0.4442
6	ENSDARG00000076807	0.8287
6	ENSDARG00000076913	0.2774
6	ENSDARG00000076994	0.3040
6	ENSDARG00000077037	0.6270
6	ENSDARG00000077040	0.8368
6	ENSDARG00000077052	0.8373
6	ENSDARG00000077126	0.0956
6	ENSDARG00000077143	0.4576
6	ENSDARG00000077174	0.2978
6	ENSDARG00000077249	0.8205
6	ENSDARG00000077285	0.8260
6	ENSDARG00000077318	0.5194
6	ENSDARG00000077323	0.8377
6	ENSDARG00000077330	0.8458
6	ENSDARG00000077388	0.8363
6	ENSDARG00000077407	0.8398
6	ENSDARG00000077580	0.7773
6	ENSDARG00000077581	0.8004
6	ENSDARG00000077582	0.8356
6	ENSDARG00000077631	0.8112
6	ENSDARG00000077633	0.8185
6	ENSDARG00000077639	0.7922
6	ENSDARG00000077648	0.7288
6	ENSDARG00000077665	0.8389
6	ENSDARG00000077673	0.7312
6	ENSDARG00000077698	0.7167
6	ENSDARG00000077762	0.8297
6	ENSDARG00000077776	0.8184
6	ENSDARG00000077782	0.8286
6	ENSDARG00000077790	0.8315
6	ENSDARG00000077842	0.8024
6	ENSDARG00000077948	0.8319
6	ENSDARG00000077979	0.8198
6	ENSDARG00000078004	0.8361
6	ENSDARG00000078037	0.8243
6	ENSDARG00000078056	0.8403
6	ENSDARG00000078058	0.8310
6	ENSDARG00000078069	0.1935
6	ENSDARG00000078075	0.8469
6	ENSDARG00000078078	0.8351
6	ENSDARG00000078092	0.8347
6	ENSDARG00000078105	0.6847
6	ENSDARG00000078114	0.8443
6	ENSDARG00000078216	0.8365
6	ENSDARG00000078233	0.8335
6	ENSDARG00000078238	0.7915
6	ENSDARG00000078261	0.4503
6	ENSDARG00000078308	0.8438
6	ENSDARG00000078311	0.8460
6	ENSDARG00000078401	0.8157
6	ENSDARG00000078417	0.8288
6	ENSDARG00000078419	0.7967
6	ENSDARG00000078448	0.5470
6	ENSDARG00000078452	0.8400
6	ENSDARG00000078473	0.5251
6	ENSDARG00000078494	0.7398
6	ENSDARG00000078552	0.7831
6	ENSDARG00000078561	0.6384
6	ENSDARG00000078576	0.8029
6	ENSDARG00000078640	0.6965
6	ENSDARG00000078653	0.8383
6	ENSDARG00000078675	0.8019
6	ENSDARG00000078691	0.6439
6	ENSDARG00000078703	0.4695
6	ENSDARG00000078725	0.8353
6	ENSDARG00000078741	0.8401
6	ENSDARG00000078759	0.4510
6	ENSDARG00000078767	0.4477
6	ENSDARG00000078801	0.8337
6	ENSDARG00000078822	0.8420
6	ENSDARG00000078824	0.8321
6	ENSDARG00000078839	0.8306
6	ENSDARG00000078882	0.7712
6	ENSDARG00000078901	0.8441
6	ENSDARG00000078954	0.8327
6	ENSDARG00000078964	0.8152
6	ENSDARG00000079009	0.7982
6	ENSDARG00000079027	0.8101
6	ENSDARG00000079068	0.3260
6	ENSDARG00000079074	0.7060
6	ENSDARG00000079104	0.8382
6	ENSDARG00000079216	0.8058
6	ENSDARG00000079306	0.8446
6	ENSDARG00000079317	0.7747
6	ENSDARG00000079326	0.5546
6	ENSDARG00000079350	0.6667
6	ENSDARG00000079374	0.7966
6	ENSDARG00000079376	0.7876
6	ENSDARG00000079378	0.7091
6	ENSDARG00000079388	0.8317
6	ENSDARG00000079462	0.5950
6	ENSDARG00000079497	0.8177
6	ENSDARG00000079611	0.8444
6	ENSDARG00000079622	0.5867
6	ENSDARG00000079626	0.8502
6	ENSDARG00000079637	0.8466
6	ENSDARG00000079686	0.8447
6	ENSDARG00000079723	0.6144
6	ENSDARG00000079773	0.7738
6	ENSDARG00000079780	0.6500
6	ENSDARG00000080009	0.2423
6	ENSDARG00000082169	0.8493
6	ENSDARG00000082177	0.4422
6	ENSDARG00000082628	0.8335
6	ENSDARG00000083623	0.8406
6	ENSDARG00000086052	0.5722
6	ENSDARG00000086126	0.8301
6	ENSDARG00000086158	0.8356
6	ENSDARG00000086326	0.7995
6	ENSDARG00000086352	0.7295
6	ENSDARG00000086481	0.7974
6	ENSDARG00000086489	0.8417
6	ENSDARG00000086518	0.6804
6	ENSDARG00000086552	0.1804
6	ENSDARG00000086623	0.8323
6	ENSDARG00000086705	0.8128
6	ENSDARG00000086896	0.8490
6	ENSDARG00000087060	0.7032
6	ENSDARG00000087070	0.6759
6	ENSDARG00000087331	0.7401
6	ENSDARG00000087341	0.6446
6	ENSDARG00000087403	0.8021
6	ENSDARG00000087555	0.8242
6	ENSDARG00000087611	0.7491
6	ENSDARG00000087646	0.8120
6	ENSDARG00000087651	0.8397
6	ENSDARG00000087697	0.8190
6	ENSDARG00000087742	0.8421
6	ENSDARG00000087745	0.8259
6	ENSDARG00000087950	0.1362
6	ENSDARG00000088000	0.8035
6	ENSDARG00000088123	0.5576
6	ENSDARG00000088130	0.8254
6	ENSDARG00000088145	0.5005
6	ENSDARG00000088195	0.7803
6	ENSDARG00000088247	0.8377
6	ENSDARG00000088293	0.5722
6	ENSDARG00000088298	0.7757
6	ENSDARG00000088346	0.8224
6	ENSDARG00000088440	0.8384
6	ENSDARG00000088507	0.8383
6	ENSDARG00000088515	0.7369
6	ENSDARG00000088785	0.8363
6	ENSDARG00000088862	0.7818
6	ENSDARG00000088881	0.8501
6	ENSDARG00000088899	0.8495
6	ENSDARG00000089159	0.8267
6	ENSDARG00000089201	0.8373
6	ENSDARG00000089207	0.8256
6	ENSDARG00000089505	0.6786
6	ENSDARG00000089507	0.7772
6	ENSDARG00000089586	0.8345
6	ENSDARG00000089667	0.8028
6	ENSDARG00000089691	0.2982
6	ENSDARG00000089750	0.7200
6	ENSDARG00000089913	0.8178
6	ENSDARG00000089981	0.8261
6	ENSDARG00000090038	0.8212
6	ENSDARG00000090086	0.7372
6	ENSDARG00000090190	0.8309
6	ENSDARG00000090234	0.8400
6	ENSDARG00000090366	0.7367
6	ENSDARG00000090396	0.8126
6	ENSDARG00000090687	0.8355
6	ENSDARG00000090716	0.8473
6	ENSDARG00000090752	0.8257
6	ENSDARG00000090783	0.6912
6	ENSDARG00000090788	0.8205
6	ENSDARG00000090836	0.7673
6	ENSDARG00000090866	0.7885
6	ENSDARG00000090870	0.7991
6	ENSDARG00000090903	0.8402
6	ENSDARG00000090949	0.8309
6	ENSDARG00000091027	0.6288
6	ENSDARG00000091128	0.8436
6	ENSDARG00000091253	0.8329
6	ENSDARG00000091287	0.8291
6	ENSDARG00000091512	0.7260
6	ENSDARG00000091513	0.8057
6	ENSDARG00000091521	0.8013
6	ENSDARG00000091619	0.7802
6	ENSDARG00000091652	0.8313
6	ENSDARG00000091656	0.8212
6	ENSDARG00000091697	0.8367
6	ENSDARG00000091726	0.7786
6	ENSDARG00000091975	0.8040
6	ENSDARG00000092060	0.5895
6	ENSDARG00000092136	0.8295
6	ENSDARG00000092150	0.8205
6	ENSDARG00000092246	0.8371
6	ENSDARG00000092358	0.8056
6	ENSDARG00000092361	0.7364
6	ENSDARG00000092362	0.7617
6	ENSDARG00000092488	0.7189
6	ENSDARG00000092510	0.7727
6	ENSDARG00000092605	0.8242
6	ENSDARG00000092739	0.8148
6	ENSDARG00000092944	0.8216
6	ENSDARG00000093135	0.8135
6	ENSDARG00000093176	0.2796
6	ENSDARG00000093220	0.7283
6	ENSDARG00000093255	0.8028
6	ENSDARG00000093374	0.7977
6	ENSDARG00000093413	0.8219
6	ENSDARG00000093440	0.8036
6	ENSDARG00000093713	0.8179
6	ENSDARG00000093741	0.8330
6	ENSDARG00000093794	0.7933
6	ENSDARG00000093877	0.8034
6	ENSDARG00000094022	0.8264
6	ENSDARG00000094093	0.8329
6	ENSDARG00000094103	0.8327
6	ENSDARG00000094195	0.6679
6	ENSDARG00000094273	0.7840
6	ENSDARG00000094300	0.7667
6	ENSDARG00000094362	0.8402
6	ENSDARG00000094603	0.8311
6	ENSDARG00000094614	0.7931
6	ENSDARG00000094646	0.8394
6	ENSDARG00000094729	0.8326
6	ENSDARG00000094732	0.8319
6	ENSDARG00000094753	0.7027
6	ENSDARG00000094887	0.4720
6	ENSDARG00000094952	0.8200
6	ENSDARG00000095135	0.7679
6	ENSDARG00000095198	0.7163
6	ENSDARG00000095241	0.8275
6	ENSDARG00000095254	0.8109
6	ENSDARG00000095369	0.8022
6	ENSDARG00000095421	0.8054
6	ENSDARG00000095577	0.7515
6	ENSDARG00000095634	0.7994
6	ENSDARG00000095635	0.8249
